1650,Oct 2008,          -320 K        ,,          -62 K        
1651,Sep 2008,          -284 K        ,,          -20 K        
1652,Aug 2008,          -73 K        ,,          -63 K        
1653,Jul 2008,          -51 K        ,,          -17 K        
1654,Jun 2008,          -51 K        ,,          18 K        
1655,May 2008,          -49 K        ,,          94 K        
1656,Apr 2008,          -28 K        ,,          166 K        
1657,Mar 2008,          -80 K        ,,          110 K        
1658,Feb 2008,          -76 K        ,,          -4 K        
1659,Jan 2008,          -22 K        ,,          92 K        
1660,Dec 2007,          82 K        ,,          132 K        
1661,Nov 2007,          115 K        ,,          157 K        
1662,Oct 2007,          170 K        ,,          88 K        
1663,Sep 2007,          96 K        ,,          180 K        
1664,Aug 2007,          93 K        ,,
1665,Jul 2007,          68 K        ,,
1666,Jun 2007,          69 K        ,,
1667,May 2007,          190 K        ,,
1668,Apr 2007,          80 K        ,,
1669,Mar 2007,          177 K        ,,
1670,Feb 2007,          97 K        ,,
1671,Jun 2022,          -0.2%        ,-0.2%,          0.0%        
1672,May 2022,          0.2%        ,0.0%,          1.4%        
1673,Apr 2022,          1.1%        ,0.3%,          0.9%        
1674,Mar 2022,          0.9%        ,0.3%,          0.7%        
1675,Feb 2022,          0.5%        ,-0.2%,          1.7%        
1676,Jan 2022,          1.4%        ,-0.6%,          -0.1%        
1677,Dec 2021,          -0.1%        ,-0.2%,          0.8%        
1678,Nov 2021,          0.5%        ,0.4%,          0.2%        
1679,Oct 2021,          1.6%        ,0.3%,          0.7%        
1680,Sep 2021,          -1.3%        ,-0.2%,          0.1%        
1681,Aug 2021,          0.4%        ,0.0%,          2.4%        
1682,Jul 2021,          0.9%        ,0.0%,          -2.6%        
1683,Jun 2021,          0.4%        ,0.5%,          1.1%        
1684,May 2021,          0.8%        ,0.1%,          1.3%        
1685,Apr 2021,          0.7%        ,-0.5%,          0.5%        
1686,Mar 2021,          1.4%        ,-1.0%,          0.9%        
1687,Feb 2021,          -2.2%        ,0.4%,          -0.4%        
1688,Jan 2021,          0.9%        ,0.8%,          3.5%        
1689,Dec 2020,          1.6%        ,-0.1%,          5.7%        
1690,Nov 2020,          0.4%        ,-0.8%,          -12.5%        
1691,Oct 2020,          1.1%        ,-1.5%,          -4.5%        
1692,Sep 2020,          -0.6%        ,1.5%,          0.5%        
1693,Aug 2020,          0.4%        ,3.4%,          -0.5%        
1694,Jul 2020,          3.0%        ,1.3%,          -0.4%        
1695,Jun 2020,          5.4%        ,2.3%,          0.8%        
1696,May 2020,          1.4%        ,-18.0%,          -0.9%        
1697,Apr 2020,          -11.2%        ,0.5%,          -0.3%        
1698,Mar 2020,          -5.4%        ,-0.1%,          0.8%        
1699,Feb 2020,          0.6%        ,0.2%,          -0.1%        
1700,Jan 2020,          -0.3%        ,-0.1%,          0.2%        
1701,Dec 2019,          -0.3%        ,-0.2%,          -0.4%        
1702,Nov 2019,          1.1%        ,0.0%,          0.2%        
1703,Oct 2019,          -0.8%        ,-0.3%,          -0.4%        
1704,Sep 2019,          -0.4%        ,-0.1%,          0.1%        
1705,Aug 2019,          0.6%        ,-0.2%,          0.4%        
1706,Jul 2019,          -0.2%        ,-0.3%,          -0.2%        
1707,Jun 2019,          0.0%        ,-0.3%,          0.2%        
1708,May 2019,          0.4%        ,-0.2%,          0.4%        
1709,Apr 2019,          -0.5%        ,-0.3%,          1.0%        
1710,Mar 2019,          -0.1%        ,-0.1%,          -0.5%        
1711,Feb 2019,          0.1%        ,-0.1%,          0.9%        
1712,Jan 2019,          -0.6%        ,0.0%,
1713,Dec 2018,          0.3%        ,0.2%,
1714,Nov 2018,          0.6%        ,0.1%,
1715,Oct 2018,          0.1%        ,0.2%,
1716,Sep 2018,          0.3%        ,0.4%,
1717,Aug 2018,          0.4%        ,0.3%,
1718,Jul 2018,          0.1%        ,0.3%,
1719,Jun 2018,          0.6%        ,0.4%,
1720,May 2018,          -0.1%        ,0.3%,
1721,Apr 2018,          0.7%        ,0.2%,          0.7%        
1722,Mar 2018,          0.5%        ,0.3%,          1.0%        
1723,Feb 2018,          1.1%        ,0.1%,          -0.3%        
1724,Jan 2018,          -0.1%        ,0.1%,          0.4%        
1725,Dec 2017,          0.9%        ,0.3%,          -0.1%        
1726,Nov 2017,          0.2%        ,0.0%,          1.2%        
1727,Oct 2017,          0.9%        ,0.0%,          0.4%        
1728,Sep 2017,          0.3%        ,0.1%,          -0.7%        
1729,Aug 2017,          -0.9%        ,0.2%,          0.4%        
1730,Jul 2017,          0.2%        ,0.2%,          0.1%        
1731,Jun 2017,          0.4%        ,0.2%,          1.1%        
1732,May 2017,          0.0%        ,0.2%,          0.4%        
1733,Apr 2017,          1.0%        ,0.1%,          0.1%        
1734,Mar 2017,          0.5%        ,,          -0.1%        
1735,Feb 2017,          0.0%        ,,          -0.7%        
1736,Jan 2017,          -0.3%        ,,          0.1%        
1737,Dec 2016,          0.8%        ,,          -0.2%        
1738,Nov 2016,          -0.4%        ,,          -0.5%        
1739,Oct 2016,          0.0%        ,,          0.6%        
1740,Sep 2016,          0.1%        ,,          0.4%        
1741,Aug 2016,          -0.4%        ,,          -0.3%        
1742,Jul 2016,          0.7%        ,,          0.6%        
1743,Jun 2016,          0.6%        ,,          -0.9%        
1744,May 2016,          -0.4%        ,,          -0.6%        
1745,Apr 2016,          0.7%        ,,          0.8%        
1746,Mar 2016,          -0.6%        ,,          -0.7%        
1747,Feb 2016,          -0.5%        ,,          -0.9%        
1748,Jan 2016,          0.9%        ,,          -0.4%        
1749,Dec 2015,          -0.4%        ,,          -0.1%        
1750,Nov 2015,          -0.6%        ,,          0.9%        
1751,Oct 2015,          -0.2%        ,,          -0.5%        
1752,Sep 2015,          -0.2%        ,,          -0.3%        
1753,Aug 2015,          -0.4%        ,,          0.2%        
1754,Jul 2015,          0.6%        ,,          -0.1%        
1755,Jun 2015,          0.3%        ,,          -0.1%        
1756,May 2015,          -0.2%        ,,          1.0%        
1757,Apr 2015,          -0.3%        ,,          -0.1%        
1758,Mar 2015,          -0.6%        ,,          0.4%        
1759,Feb 2015,          0.1%        ,,          0.2%        
1760,Jan 2015,          -0.3%        ,,          0.6%        
1761,Dec 2014,          -0.3%        ,,          -0.6%        
1762,Nov 2014,          1.3%        ,,          0.7%        
1763,Oct 2014,          0.1%        ,,          0.6%        
1764,Sep 2014,          0.8%        ,,
1765,Aug 2014,          -0.2%        ,,
1766,Jul 2014,          0.2%        ,,
1767,Jun 2014,          0.4%        ,,
1768,May 2014,          0.5%        ,,
1769,Apr 2014,          -0.3%        ,,
1770,Mar 2014,          0.9%        ,,
1771,Feb 2014,          1.2%        ,,          -0.3%        
1772,Jan 2014,          -0.2%        ,,          0.6%        
1773,Dec 2013,          0.3%        ,,          0.3%        
1774,Nov 2013,          1.1%        ,,          -0.5%        
1775,Oct 2013,          -0.1%        ,,          0.4%        
1776,Sep 2013,          0.7%        ,,          0.7%        
1777,Aug 2013,          0.4%        ,,          -0.1%        
1778,Jul 2013,          0.0%        ,,          0.3%        
1779,Jun 2013,          0.2%        ,,          1.1%        
1780,May 2013,          0.0%        ,,          -0.4%        
1781,Apr 2013,          -0.4%        ,,          0.4%        
1782,Mar 2013,          0.3%        ,,          -1.2%        
1783,Feb 2013,          0.8%        ,,          0.6%        
1784,Jan 2013,          0.0%        ,,          0.4%        
1785,Dec 2012,          0.4%        ,,          -0.1%        
1786,Nov 2012,          1.0%        ,,          1.1%        
1787,Oct 2012,          -0.7%        ,,          0.0%        
1788,Sep 2012,          0.2%        ,,          0.0%        
1789,Aug 2012,          -1.4%        ,,          0.4%        
1790,Jul 2012,          0.5%        ,,          0.2%        
1791,Jun 2012,          0.1%        ,,          0.2%        
1792,May 2012,          -0.2%        ,,          0.1%        
1793,Apr 2012,          1.0%        ,,          0.8%        
1794,Mar 2012,          -0.6%        ,,          -0.1%        
1795,Feb 2012,          0.0%        ,,          -0.1%        
1796,Jan 2012,          0.4%        ,,          0.8%        
1797,Dec 2011,          1.0%        ,,          0.4%        
1798,Nov 2011,          -0.3%        ,,          0.0%        
1799,Oct 2011,          0.7%        ,,          0.1%        
1800,Sep 2011,          -0.1%        ,,          0.8%        
1801,Aug 2011,          0.0%        ,,          0.1%        
1802,Jul 2011,          0.9%        ,,          0.1%        
1803,Jun 2011,          0.4%        ,,          0.6%        
1804,May 2011,          -0.1%        ,,
1805,Apr 2011,          0.0%        ,,
1806,Mar 2011,          0.7%        ,,
1807,Feb 2011,          0.1%        ,,
1808,Jan 2011,          0.3%        ,,
1809,Dec 2010,          1.2%        ,,
1810,Nov 2010,          0.3%        ,,
1811,Oct 2010,          -0.2%        ,,
1812,Sep 2010,          -0.2%        ,,
1813,Aug 2010,          0.2%        ,,
1814,Jul 2010,          1.0%        ,,
1815,Jun 2010,          -0.1%        ,,
1816,May 2010,          1.3%        ,,
1817,Apr 2010,          0.7%        ,,
1818,Mar 2010,          0.2%        ,,
1819,Feb 2010,          0.3%        ,,
1820,Jan 2010,          0.9%        ,,
1821,Dec 2009,          0.7%        ,,          0.8%        
1822,Nov 2009,          0.6%        ,,          0.1%        
1823,Oct 2009,          0.0%        ,,          0.7%        
1824,Sep 2009,          0.6%        ,,          0.8%        
1825,Aug 2009,          1.2%        ,,          0.5%        
1826,Jul 2009,          1.0%        ,,          -1.1%        
1827,Jun 2009,          -0.4%        ,,          -0.5%        
1828,May 2009,          -1.2%        ,,          -1.5%        
1829,Apr 2009,          -0.7%        ,,          -1.4%        
1830,Mar 2009,          -1.7%        ,,          -1.8%        
1831,Feb 2009,          -1.5%        ,,          -2.0%        
1832,Jan 2009,          -1.9%        ,,          -0.6%        
1833,Dec 2008,          -2.4%        ,,          1.3%        
1834,Nov 2008,          -1.3%        ,,          -2.8%        
1835,Oct 2008,          1.5%        ,,          -1.1%        
1836,Sep 2008,          -3.7%        ,,          0.2%        
1837,Aug 2008,          -1.0%        ,,          0.5%        
1838,Jul 2008,          0.1%        ,,          0.3%        
1839,Jun 2008,          0.4%        ,,          -0.5%        
1840,May 2008,          -0.2%        ,,          0.0%        
1841,Apr 2008,          -0.7%        ,,          -0.5%        
1842,Mar 2008,          0.2%        ,,          0.1%        
1843,Feb 2008,          -0.7%        ,,          0.2%        
1844,Jan 2008,          0.1%        ,,          0.3%        
1845,Dec 2007,          0.1%        ,,          0.5%        
1846,Nov 2007,          0.3%        ,,          0.7%        
1847,Oct 2007,          -0.7%        ,,          -0.2%        
1848,Sep 2007,          0.2%        ,,          -0.5%        
1849,Aug 2007,          0.0%        ,,
1850,Jul 2007,          0.5%        ,,
1851,Jun 2007,          0.6%        ,,
1852,May 2007,          -0.1%        ,,
1853,Apr 2007,          0.4%        ,,
1854,Mar 2007,          -0.3%        ,,
1855,Feb 2007,          1.0%        ,,
1856,Jan 2007,          -0.3%        ,,
1857,Jun 2022,          $-79.614 B        ,$-86.787 B,          $-84.906 B        
1858,May 2022,          $-85.546 B        ,$-97.217 B,          $-86.686 B        
1859,Apr 2022,          $-87.077 B        ,$-100.875 B,          $-107.651 B        
1860,Mar 2022,          $-109.802 B        ,$-90.055 B,          $-89.799 B        
1861,Feb 2022,          $-89.185 B        ,$-85.834 B,          $-89.229 B        
1862,Jan 2022,          $-89.692 B        ,$-80.829 B,          $-81.957 B        
1863,Dec 2021,          $-80.731 B        ,$-73.992 B,          $-79.331 B        
1864,Nov 2021,          $-80.172 B        ,$-74.117 B,          $-81.435 B        
1865,Oct 2021,          $-67.116 B        ,$-77.480 B,          $-73.230 B        
1866,Sep 2021,          $-80.934 B        ,$-71.858 B,          $-70.994 B        
1867,Aug 2021,          $-73.252 B        ,$-73.048 B,          $-69.071 B        
1868,Jul 2021,          $-70.051 B        ,$-73.764 B,          $-75.025 B        
1869,Jun 2021,          $-75.749 B        ,$-70.241 B,          $-70.518 B        
1870,May 2021,          $-71.240 B        ,$-71.804 B,          $-67.823 B        
1871,Apr 2021,          $-68.899 B        ,$-73.012 B,          $-66.969 B        
1872,Mar 2021,          $-74.448 B        ,$-69.820 B,          $-69.005 B        
1873,Feb 2021,          $-71.078 B        ,$-67.530 B,          $-63.111 B        
1874,Jan 2021,          $-68.213 B        ,$-67.466 B,          $-62.083 B        
1875,Dec 2020,          $-66.613 B        ,$-65.749 B,          $-67.036 B        
1876,Nov 2020,          $-68.142 B        ,$-63.519 B,          $-63.370 B        
1877,Oct 2020,          $-63.123 B        ,$-65.523 B,          $-53.461 B        
1878,Sep 2020,          $-63.862 B        ,$-65.429 B,          $-54.801 B        
1879,Aug 2020,          $-67.102 B        ,$-57.159 B,          $-49.756 B        
1880,Jul 2020,          $-63.556 B        ,$-52.514 B,          $-42.340 B        
1881,Jun 2020,          $-50.695 B        ,$-51.914 B,          $-39.810 B        
1882,May 2020,          $-54.601 B        ,$-46.773 B,          $-45.482 B        
1883,Apr 2020,          $-49.408 B        ,$-42.005 B,          $-48.613 B        
1884,Mar 2020,          $-44.415 B        ,$-42.436 B,          $-43.691 B        
1885,Feb 2020,          $-39.932 B        ,$-46.933 B,          $-46.939 B        
1886,Jan 2020,          $-45.338 B        ,$-45.839 B,          $-51.100 B        
1887,Dec 2019,          $-48.880 B        ,$-44.952 B,          $-55.036 B        
1888,Nov 2019,          $-43.086 B        ,$-45.283 B,          $-54.035 B        
1889,Oct 2019,          $-47.199 B        ,$-52.193 B,          $-55.508 B        
1890,Sep 2019,          $-52.450 B        ,$-58.869 B,          $-55.344 B        
1891,Aug 2019,          $-54.896 B        ,$-59.206 B,          $-51.224 B        
1892,Jul 2019,          $-53.989 B        ,$-59.155 B,          $-51.906 B        
1893,Jun 2019,          $-55.154 B        ,$-56.687 B,          $-49.285 B        
1894,May 2019,          $-55.520 B        ,$-50.253 B,          $-51.134 B        
1895,Apr 2019,          $-50.791 B        ,$-52.288 B,          $-59.900 B        
1896,Mar 2019,          $-50.002 B        ,$-53.075 B,          $-50.297 B        
1897,Feb 2019,          $-49.382 B        ,$-53.403 B,          $-55.699 B        
1898,Jan 2019,          $-51.149 B        ,$-52.890 B,          $-54.555 B        
1899,Dec 2018,          $-59.769 B        ,$-51.186 B,          $-53.309 B        
1900,Nov 2018,          $-49.313 B        ,$-49.963 B,          $-50.037 B        
1901,Oct 2018,          $-55.488 B        ,$-48.157 B,          $-45.739 B        
1902,Sep 2018,          $-54.019 B        ,$-47.388 B,          $-43.186 B        
1903,Aug 2018,          $-53.237 B        ,$-47.697 B,          $-46.081 B        
1904,Jul 2018,          $-50.082 B        ,$-49.328 B,
1905,Jun 2018,          $-46.348 B        ,$-51.085 B,
1906,May 2018,          $-43.053 B        ,$-52.295 B,
1907,Apr 2018,          $-46.199 B        ,$-52.245 B,          $-47.210 B        
1908,Mar 2018,          $-48.956 B        ,$-50.987 B,          $-57.743 B        
1909,Feb 2018,          $-57.591 B        ,$-48.315 B,          $-56.665 B        
1910,Jan 2018,          $-56.601 B        ,$-46.007 B,          $-53.908 B        
1911,Dec 2017,          $-53.118 B        ,$-44.568 B,          $-50.435 B        
1912,Nov 2017,          $-50.497 B        ,$-45.192 B,          $-48.914 B        
1913,Oct 2017,          $-48.731 B        ,$-44.906 B,          $-44.890 B        
1914,Sep 2017,          $-43.495 B        ,$-44.942 B,          $-42.765 B        
1915,Aug 2017,          $-42.395 B        ,$-44.611 B,          $-43.558 B        
1916,Jul 2017,          $-43.689 B        ,$-44.776 B,          $-43.543 B        
1917,Jun 2017,          $-43.642 B        ,$-45.083 B,          $-46.391 B        
1918,May 2017,          $-46.507 B        ,$-44.732 B,          $-47.585 B        
1919,Apr 2017,          $-47.617 B        ,$-44.958 B,          $-45.283 B        
1920,Mar 2017,          $-43.706 B        ,$-45.266 B,          $-43.760 B        
1921,Feb 2017,          $-43.557 B        ,,          $-48.173 B        
1922,Jan 2017,          $-48.500 B        ,,          $-45.700 B        
1923,Dec 2016,          $-44.300 B        ,,          $-42.400 B        
1924,Nov 2016,          $-45.200 B        ,,          $-36.200 B        
1925,Oct 2016,          $-42.600 B        ,,          $-40.460 B        
1926,Sep 2016,          $-36.440 B        ,,          $-39.500 B        
1927,Aug 2016,          $-40.700 B        ,,          $-44.660 B        
1928,Jul 2016,          $-39.470 B        ,,          $-41.000 B        
1929,Jun 2016,          $-44.500 B        ,,          $-37.380 B        
1930,May 2016,          $-41.140 B        ,,          $-35.500 B        
1931,Apr 2016,          $-37.400 B        ,,          $-47.000 B        
1932,Mar 2016,          $-40.400 B        ,,          $-44.700 B        
1933,Feb 2016,          $-47.060 B        ,,          $-42.230 B        
1934,Jan 2016,          $-45.680 B        ,,          $-44.600 B        
1935,Dec 2015,          $-43.360 B        ,,          $-42.460 B        
1936,Nov 2015,          $-42.400 B        ,,          $-48.000 B        
1937,Oct 2015,          $-43.890 B        ,,          $-41.810 B        
1938,Sep 2015,          $-40.800 B        ,,          $-45.210 B        
1939,Aug 2015,          $-48.330 B        ,,          $-40.940 B        
1940,Jul 2015,          $-41.860 B        ,,          $-40.700 B        
1941,Jun 2015,          $-43.840 B        ,,          $-50.570 B        
1942,May 2015,          $-41.870 B        ,,          $-35.890 B        
1943,Apr 2015,          $-40.880 B        ,,          $-41.800 B        
1944,Mar 2015,          $-51.370 B        ,,          $-46.560 B        
1945,Feb 2015,          $-35.400 B        ,,          $-39.000 B        
1946,Jan 2015,          $-42.680 B        ,,          $-43.400 B        
1947,Dec 2014,          $-45.600 B        ,,          $-43.030 B        
1948,Nov 2014,          $-39.750 B        ,,          $-40.100 B        
1949,Oct 2014,          $-42.250 B        ,,          $-40.550 B        
1950,Sep 2014,          $-43.600 B        ,,          $-41.540 B        
1951,Aug 2014,          $-39.990 B        ,,          $-47.240 B        
1952,Jul 2014,          $-40.300 B        ,,          $-40.380 B        
1953,Jun 2014,          $-40.810 B        ,,          $-42.300 B        
1954,May 2014,          $-44.660 B        ,,
1955,Apr 2014,          $-47.040 B        ,,
1956,Mar 2014,          $-44.180 B        ,,
1957,Feb 2014,          $-41.870 B        ,,          $-38.700 B        
1958,Jan 2014,          $-39.100 B        ,,          $-34.250 B        
1959,Dec 2013,          $-38.980 B        ,,          $-40.640 B        
1960,Nov 2013,          $-34.560 B        ,,          $-41.780 B        
1961,Oct 2013,          $-39.330 B        ,,          $-38.800 B        
1962,Sep 2013,          $-42.970 B        ,,          $-39.150 B        
1963,Aug 2013,          $-38.700 B        ,,          $-34.220 B        
1964,Jul 2013,          $-38.640 B        ,,          $-45.030 B        
1965,Jun 2013,          $-34.540 B        ,,          $-40.290 B        
1966,May 2013,          $-44.100 B        ,,          $-38.800 B        
1967,Apr 2013,          $-40.150 B        ,,          $-43.000 B        
1968,Mar 2013,          $-37.130 B        ,,          $-38.540 B        
1969,Feb 2013,          $-43.600 B        ,,          $-48.730 B        
1970,Jan 2013,          $-44.450 B        ,,          $-42.240 B        
1971,Dec 2012,          $-38.140 B        ,,          $-41.550 B        
1972,Nov 2012,          $-48.610 B        ,,          $-44.220 B        
1973,Oct 2012,          $-42.060 B        ,,          $-42.000 B        
1974,Sep 2012,          $-40.280 B        ,,          $-42.920 B        
1975,Aug 2012,          $-43.790 B        ,,          $-48.680 B        
1976,Jul 2012,          $-42.470 B        ,,          $-50.060 B        
1977,Jun 2012,          $-41.900 B        ,,          $-51.830 B        
1978,May 2012,          $-48.040 B        ,,          $-46.030 B        
1979,Apr 2012,          $-50.600 B        ,,          $-52.570 B        
1980,Mar 2012,          $-52.620 B        ,,          $-48.800 B        
1981,Feb 2012,          $-45.420 B        ,,          $-47.750 B        
1982,Jan 2012,          $-52.520 B        ,,          $-43.500 B        
1983,Dec 2011,          $-50.420 B        ,,          $-43.100 B        
1984,Nov 2011,          $-47.060 B        ,,          $-45.610 B        
1985,Oct 2011,          $-43.270 B        ,,          $-44.800 B        
1986,Sep 2011,          $-44.170 B        ,,          $-53.070 B        
1987,Aug 2011,          $-44.920 B        ,,          $-50.230 B        
1988,Jul 2011,          $-45.630 B        ,,          $-43.680 B        
1989,Jun 2011,          $-51.600 B        ,,          $-48.180 B        
1990,May 2011,          $-50.830 B        ,,          $-45.760 B        
1991,Apr 2011,          $-43.630 B        ,,          $-46.340 B        
1992,Mar 2011,          $-46.820 B        ,,          $-40.580 B        
1993,Feb 2011,          $-45.440 B        ,,          $-38.310 B        
1994,Jan 2011,          $-46.970 B        ,,          $-38.710 B        
1995,Dec 2010,          $-40.260 B        ,,          $-44.000 B        
1996,Nov 2010,          $-38.320 B        ,,          $-46.350 B        
1997,Oct 2010,          $-38.420 B        ,,          $-42.780 B        
1998,Sep 2010,          $-44.600 B        ,,          $-49.900 B        
1999,Aug 2010,          $-46.480 B        ,,          $-42.270 B        
2000,Jul 2010,          $-42.580 B        ,,          $-40.300 B        
2001,Jun 2010,          $-49.760 B        ,,          $-39.700 B        
2002,May 2010,          $-41.980 B        ,,          $-37.290 B        
2003,Apr 2010,          $-40.320 B        ,,          $-40.200 B        
2004,Mar 2010,          $-40.400 B        ,,
2005,Feb 2010,          $-39.400 B        ,,
2006,Jan 2010,          $-37.000 B        ,,
2007,Dec 2009,          $-39.900 B        ,,          $-32.900 B        
2008,Nov 2009,          $-36.400 B        ,,          $-36.500 B        
2009,Oct 2009,          $-33.200 B        ,,          $-30.700 B        
2010,Sep 2009,          $-35.650 B        ,,          $-31.960 B        
2011,Aug 2009,          $-30.800 B        ,,          $-27.010 B        
2012,Jul 2009,          $-31.850 B        ,,          $-25.960 B        
2013,Jun 2009,          $-27.490 B        ,,          $-29.160 B        
2014,May 2009,          $-25.970 B        ,,          $-27.580 B        
2015,Apr 2009,          $-28.790 B        ,,          $-25.970 B        
2016,Mar 2009,          $-28.530 B        ,,          $-36.030 B        
2017,Feb 2009,          $-26.130 B        ,,          $-39.930 B        
2018,Jan 2009,          $-36.200 B        ,,          $-40.440 B        
2019,Dec 2008,          $-39.900 B        ,,          $-57.190 B        
2020,Nov 2008,          $-41.580 B        ,,          $-56.470 B        
2021,Oct 2008,          $-56.690 B        ,,          $-59.140 B        
2022,Sep 2008,          $-56.560 B        ,,          $-62.200 B        
2023,Aug 2008,          $-59.080 B        ,,          $-56.800 B        
2024,Jul 2008,          $-61.310 B        ,,          $-59.790 B        
2025,Jun 2008,          $-58.800 B        ,,          $-60.900 B        
2026,May 2008,          $-59.200 B        ,,          $-58.210 B        
2027,Apr 2008,          $-60.500 B        ,,          $-62.320 B        
2028,Mar 2008,          $-56.490 B        ,,          $-58.200 B        
2029,Feb 2008,          $-61.710 B        ,,          $-58.760 B        
2030,Jan 2008,          $-58.960 B        ,,          $-56.450 B        
2031,Dec 2007,          $-57.900 B        ,,          $-57.590 B        
2032,Nov 2007,          $-63.120 B        ,,          $-59.250 B        
2033,Oct 2007,          $-57.820 B        ,,          $-58.140 B        
2034,Sep 2007,          $-57.120 B        ,,          $-60.040 B        
2035,Aug 2007,          $-56.800 B        ,,          $-63.890 B        
2036,Jul 2007,          $-59.000 B        ,,          $-58.440 B        
2037,Jun 2007,          $-59.430 B        ,,          $-59.120 B        
2038,May 2007,          $-59.160 B        ,,          $-61.180 B        
2039,Apr 2007,          $-58.500 B        ,,
2040,Mar 2007,          $-62.390 B        ,,
2041,Feb 2007,          $-57.890 B        ,,
2042,Jan 2007,          $-58.880 B        ,,
2043,Dec 2006,          $-61.450 B        ,,
2044,Jun 2022,          1.559 M        ,1.639 M,          1.591 M        
2045,May 2022,          1.549 M        ,1.764 M,          1.810 M        
2046,Apr 2022,          1.724 M        ,1.788 M,          1.728 M        
2047,Mar 2022,          1.793 M        ,1.710 M,          1.788 M        
2048,Feb 2022,          1.769 M        ,1.674 M,          1.657 M        
2049,Jan 2022,          1.638 M        ,1.696 M,          1.708 M        
2050,Dec 2021,          1.702 M        ,1.604 M,          1.502 M        
2051,Nov 2021,          1.679 M        ,1.539 M,          1.530 M        
2052,Oct 2021,          1.520 M        ,1.588 M,          1.580 M        
2053,Sep 2021,          1.555 M        ,1.578 M,          1.554 M        
2054,Aug 2021,          1.615 M        ,1.591 M,          1.650 M        
2055,Jul 2021,          1.534 M        ,1.612 M,          1.546 M        
2056,Jun 2021,          1.643 M        ,1.573 M,          1.517 M        
2057,May 2021,          1.572 M        ,1.657 M,          1.733 M        
2058,Apr 2021,          1.569 M        ,1.587 M,          1.457 M        
2059,Mar 2021,          1.739 M        ,1.501 M,          1.584 M        
2060,Feb 2021,          1.421 M        ,1.628 M,          1.680 M        
2061,Jan 2021,          1.580 M        ,1.613 M,          1.578 M        
2062,Dec 2020,          1.669 M        ,1.541 M,          1.528 M        
2063,Nov 2020,          1.547 M        ,1.309 M,          1.459 M        
2064,Oct 2020,          1.530 M        ,1.146 M,          1.388 M        
2065,Sep 2020,          1.415 M        ,1.456 M,          1.492 M        
2066,Aug 2020,          1.416 M        ,1.343 M,          1.220 M        
2067,Jul 2020,          1.496 M        ,1.077 M,          1.011 M        
2068,Jun 2020,          1.186 M        ,0.800 M,          0.934 M        
2069,May 2020,          0.974 M        ,1.281 M,          1.276 M        
2070,Apr 2020,          0.891 M        ,1.439 M,          1.564 M        
2071,Mar 2020,          1.216 M        ,1.414 M,          1.624 M        
2072,Feb 2020,          1.599 M        ,1.354 M,          1.626 M        
2073,Jan 2020,          1.567 M        ,1.300 M,          1.375 M        
2074,Dec 2019,          1.608 M        ,1.250 M,          1.323 M        
2075,Nov 2019,          1.365 M        ,1.227 M,          1.266 M        
2076,Oct 2019,          1.314 M        ,1.212 M,          1.386 M        
2077,Sep 2019,          1.256 M        ,1.204 M,          1.215 M        
2078,Aug 2019,          1.364 M        ,1.193 M,          1.241 M        
2079,Jul 2019,          1.191 M        ,1.199 M,          1.265 M        
2080,Jun 2019,          1.253 M        ,1.200 M,          1.281 M        
2081,May 2019,          1.269 M        ,1.206 M,          1.168 M        
2082,Apr 2019,          1.235 M        ,1.221 M,          1.142 M        
2083,Mar 2019,          1.139 M        ,1.241 M,          1.273 M        
2084,Feb 2019,          1.162 M        ,1.258 M,          1.037 M        
2085,Jan 2019,          1.230 M        ,1.269 M,          1.214 M        
2086,Dec 2018,          1.078 M        ,1.288 M,          1.217 M        
2087,Nov 2018,          1.256 M        ,1.288 M,          1.210 M        
2088,Oct 2018,          1.228 M        ,1.288 M,          1.268 M        
2089,Sep 2018,          1.201 M        ,1.288 M,          1.174 M        
2090,Aug 2018,          1.282 M        ,1.284 M,          1.158 M        
2091,Jul 2018,          1.168 M        ,1.287 M,          1.337 M        
2092,Jun 2018,          1.173 M        ,1.286 M,          1.286 M        
2093,May 2018,          1.350 M        ,1.267 M,
2094,Apr 2018,          1.287 M        ,1.259 M,          1.336 M        
2095,Mar 2018,          1.319 M        ,1.238 M,          1.295 M        
2096,Feb 2018,          1.236 M        ,1.230 M,          1.329 M        
2097,Jan 2018,          1.326 M        ,1.225 M,          1.209 M        
2098,Dec 2017,          1.192 M        ,1.212 M,          1.299 M        
2099,Nov 2017,          1.297 M        ,1.201 M,          1.256 M        
2100,Oct 2017,          1.290 M        ,1.211 M,          1.135 M        
2101,Sep 2017,          1.127 M        ,1.218 M,          1.183 M        
2102,Aug 2017,          1.180 M        ,1.222 M,          1.190 M        
2103,Jul 2017,          1.155 M        ,1.226 M,          1.213 M        
2104,Jun 2017,          1.215 M        ,1.225 M,          1.122 M        
2105,May 2017,          1.092 M        ,1.233 M,          1.156 M        
2106,Apr 2017,          1.172 M        ,1.230 M,          1.203 M        
2107,Mar 2017,          1.215 M        ,,          1.303 M        
2108,Feb 2017,          1.288 M        ,,          1.251 M        
2109,Jan 2017,          1.246 M        ,,          1.020 M        
2110,Dec 2016,          1.226 M        ,,          1.340 M        
2111,Nov 2016,          1.090 M        ,,          1.054 M        
2112,Oct 2016,          1.323 M        ,,          1.150 M        
2113,Sep 2016,          1.047 M        ,,          1.212 M        
2114,Aug 2016,          1.142 M        ,,          1.186 M        
